cost_fn;methods;tensor_network;num_qubits;num_run;upper_bound_cost;operations;operations_with_bruteforce;max_tensor_size;avg_tensor_sparsity;time
custom_flops;['kahypar'];BB MSP;30;0;11155592501029668282558447114364207034798;1.3667358663144565e+36;1.3667358663144565e+36;664613997892457936451903530140172288;0.07984;7200.958495378494
flops;['kahypar'];BB MSP;18;0;15133309513431205266;64831716.0;64837494.0;33554432;0.09738;1307.5253431797028
flops;['kahypar'];BB MSP;30;0;10633824601343927196919656215025805150;70573653155868.0;70573653165498.0;35184372088832;0.08666;3175.3419082164764
custom_flops;['kahypar'];Rotated Surface MSP;9;0;1609969;1568.0;2449.0;128;0.13178;306.7585196495056
custom_flops;['kahypar'];Rotated Surface MSP;25;0;84396548072761;37856020.0;37867661.0;8388608;0.09342;3292.1305000782013
flops;['kahypar'];Rotated Surface MSP;9;0;342705;1668.0;2549.0;256;0.1345;124.40432405471802
flops;['kahypar'];Rotated Surface MSP;25;0;182665805602489;541578452.0;541590093.0;134217728;0.09455;305.9009494781494
custom_flops;['kahypar'];BB Tanner;18;0;4744272000532462176512;90554368.0;90556672.0;16777216;0.02903;325.6731424331665
custom_flops;['kahypar'];BB Tanner;30;0;306072167766531747090176;16191160408128.0;16191160411968.0;4398046511104;0.02579;524.6939880847931
flops;['kahypar'];BB Tanner;18;0;4722655557680395454720;152655872.0;152658176.0;16777216;0.02908;7231.580440282822
flops;['kahypar'];BB Tanner;30;0;4722415271260744322816;14135207895040.0;14135207898880.0;2199023255552;0.01708;8331.28452706337
custom_flops;['kahypar'];BB Tanner;18;0;74166791617662945536;9247208512.0;9247210816.0;4294967296;0.04368;307.30011558532715
custom_flops;['kahypar'];BB Tanner;30;0;309486505263931820548558592;33652993244224.0;33652993248064.0;8796093022208;0.01772;1014.2249455451965
