cost_fn;methods;tensor_network;num_qubits;num_run;upper_bound_cost;operations;operations_with_bruteforce;max_tensor_size;avg_tensor_sparsity;time
flops;['kahypar'];Rotated Surface;9;0;6720;272.0;336.0;32;0.3125;1.2278971672058103
flops;['kahypar'];Rotated Surface;25;0;169216;1736.0;1992.0;64;0.11198;3.293544292449951
flops;['kahypar'];Rotated Surface;49;0;10363968;13144.0;13720.0;256;0.07186;31.68858313560486
flops;['kahypar'];Hamming MSP;7;0;2329711;2270.0;2925.0;512;0.13822;166.74786520004272
flops;['kahypar'];Hamming MSP;15;0;880098932471247;75688870.0;75697749.0;67108864;0.10157;19936.26468300819
flops;['kahypar'];Holographic;25;0;13104;3712.0;3888.0;256;0.925;0.6828978061676025
flops;['kahypar'];Holographic;95;0;21417040;1761216.0;1762192.0;65536;0.85859;15.496407508850098
flops;['kahypar'];Holographic;25;0;13040;3088.0;3264.0;256;0.925;1.4139690399169922
flops;['kahypar'];Holographic;95;0;1580112;2793216.0;2794192.0;65536;0.81719;76.90320158004761
flops;['greedy'];Hamming MSP;7;0;313711;1660.0;2315.0;128;0.16354;3.0306150913238525
flops;['greedy'];Hamming MSP;15;0;190028310759;4695397457.0;4695406336.0;1073741824;0.03307;4.903309106826782
flops;['greedy'];Hamming Tanner;7;0;1389532;898.0;1118.0;256;0.10775;1.131436824798584
flops;['greedy'];Hamming Tanner;15;0;295375559280;6006352.0;6009024.0;1048576;0.04922;0.4361536502838135
flops;['kahypar'];Hamming MSP;7;0;327023;1326.0;1981.0;64;0.1292;482.64469504356384
flops;['kahypar'];Hamming MSP;15;0;150127506865823;397262.0;406141.0;262144;0.10289;61738.65123581886
flops;['greedy'];Holographic;25;0;18672;3088.0;3264.0;256;0.925;1.0755329132080078
flops;['greedy'];Holographic;95;0;5650000;5054592.0;5055568.0;65536;0.875;1.1316585540771484
flops;['greedy'];Rotated Surface;9;0;6720;152.0;216.0;16;0.25781;0.5829739570617676
flops;['greedy'];Rotated Surface;25;0;118400;1912.0;2168.0;128;0.0931;0.1539192199707031
flops;['greedy'];Rotated Surface;49;0;1426560;14556.0;15132.0;512;0.03703;0.4216630458831787
flops;['greedy'];BB Tanner;18;0;26086163876096;6519916608.0;6519918912.0;1073741824;0.0295;1.6419970989227295
flops;['greedy'];BB Tanner;30;0;19515550388981504;6098175773314.0;6098175777154.0;549755813888;0.01698;3.1749839782714844
flops;['kahypar'];Hamming Tanner;7;0;1635292;1040.0;1260.0;256;0.1084;18.2984676361084
flops;['kahypar'];Hamming Tanner;15;0;22799552641321584;1825024.0;1827696.0;1048576;0.04644;14.77091383934021
flops;['greedy'];Concatenated Repetition;9;0;108;10.0;62.0;4;0.58333;0.6596200466156006
flops;['greedy'];Concatenated Repetition;27;0;588;128.0;324.0;16;0.58333;0.0818345546722412
flops;['greedy'];Concatenated Repetition;81;0;2028;488.0;1116.0;16;0.58333;0.254373550415039
