distance;name;num_run;custom_cost
7;Tanner Network;71;196446931858618423229
7;Dual Surface;72;658373
7;Rotated Surface;72;19477
7;Concatenated;72;1625908449
7;Measurement State Prep;72;6049348528193924667575
7;Tanner Network;72;68237364830608701
7;Dual Surface;73;528069
7;Rotated Surface;73;23467
7;Concatenated;73;1279587681
7;Measurement State Prep;73;4487621035002051893391
7;Tanner Network;73;3433168396521083835
7;Dual Surface;74;544805
7;Rotated Surface;74;20073
7;Concatenated;74;511504737
7;Measurement State Prep;74;307555202013486875287
7;Tanner Network;74;3134073430713537735
7;Dual Surface;75;626917
7;Rotated Surface;75;17357
7;Concatenated;75;7266318049
7;Measurement State Prep;75;12136160278328544529450
7;Tanner Network;75;3149646175445968811
7;Dual Surface;76;613557
7;Rotated Surface;76;21563
7;Concatenated;76;199633697
7;Measurement State Prep;76;929268650027712337735
7;Tanner Network;76;875934086237661297
7;Dual Surface;77;574885
7;Rotated Surface;77;16019
7;Concatenated;77;1590465057
7;Measurement State Prep;77;4410358860673410326499
7;Tanner Network;77;66843591426351225
7;Dual Surface;78;575973
7;Rotated Surface;78;14305
7;Concatenated;78;118481441
7;Measurement State Prep;78;462359449097977008924153
7;Tanner Network;78;63309862154942279581
7;Dual Surface;79;475485
7;Rotated Surface;79;18325
7;Concatenated;79;1009807593
7;Measurement State Prep;79;3616832190778338321432
7;Tanner Network;79;3901369664538118473
7;Dual Surface;80;562829
7;Rotated Surface;80;16175
7;Concatenated;80;950047265
7;Measurement State Prep;80;2138278815196379256865
7;Tanner Network;80;1128421011709787129
7;Dual Surface;81;548685
7;Rotated Surface;81;12057
7;Concatenated;81;380961529
7;Measurement State Prep;81;13767775539875308210603
7;Tanner Network;81;324994582049058233
7;Dual Surface;82;590181
7;Rotated Surface;82;21991
7;Concatenated;82;317403169
7;Measurement State Prep;82;1328228795793149233970
7;Tanner Network;82;3142516977479779361725
7;Dual Surface;83;604261
7;Rotated Surface;83;19381
7;Concatenated;83;1259209249
7;Measurement State Prep;83;202617652203629465011
7;Tanner Network;83;3229328019129339297
7;Dual Surface;84;516389
7;Rotated Surface;84;22117
7;Concatenated;84;502223457
7;Measurement State Prep;84;7419837116065280904522287
7;Tanner Network;84;12344638208860765595
7;Dual Surface;85;525397
7;Rotated Surface;85;31977
7;Concatenated;85;350445089
7;Measurement State Prep;85;414983086076089688342955
7;Tanner Network;85;3146826161250588829805
7;Dual Surface;86;583141
7;Rotated Surface;86;17847
7;Concatenated;86;2475948897
7;Measurement State Prep;86;543540649711877120503959
7;Tanner Network;86;1867836666578883017
7;Dual Surface;87;300829
7;Rotated Surface;87;17631
7;Concatenated;87;684507425
7;Measurement State Prep;87;12512641085274153810230
7;Tanner Network;87;1535395039851260081
7;Dual Surface;88;572277
7;Rotated Surface;88;20385
7;Concatenated;88;4031033953
7;Measurement State Prep;88;462052659136270336700655
7;Tanner Network;88;12395428784450138449
7;Dual Surface;89;582229
7;Rotated Surface;89;18185
7;Concatenated;89;372539745
7;Measurement State Prep;89;76358526250048750614589
7;Tanner Network;89;197230338697822349245
7;Dual Surface;90;572617
7;Rotated Surface;90;22951
7;Concatenated;90;4133092385
7;Measurement State Prep;90;45133879099571273159330
7;Tanner Network;90;3146902827526662605037
7;Dual Surface;91;575205
7;Rotated Surface;91;22023
7;Concatenated;91;763707937
7;Measurement State Prep;91;10585094051862119777631
7;Tanner Network;91;3146489667250891603389
7;Dual Surface;92;552973
7;Rotated Surface;92;16787
7;Concatenated;92;251781665
7;Measurement State Prep;92;21920503291653652475808
7;Tanner Network;92;470196568939972005
7;Dual Surface;93;612221
7;Rotated Surface;93;21035
7;Concatenated;93;2036848481
7;Measurement State Prep;93;6019218291758078577154627
7;Tanner Network;93;24659874536244198225
7;Dual Surface;94;523301
7;Rotated Surface;94;15887
7;Concatenated;94;2347953393
7;Measurement State Prep;94;109020240916300466319
7;Tanner Network;94;204226219170701317
7;Dual Surface;95;634341
7;Rotated Surface;95;29223
7;Concatenated;95;435940449
7;Measurement State Prep;95;57487759384864181707273
7;Tanner Network;95;246772972941002685
7;Dual Surface;96;563845
7;Rotated Surface;96;20405
7;Concatenated;96;903311073
7;Measurement State Prep;96;1262648682334066159811
7;Tanner Network;96;302115637577344369
7;Dual Surface;97;586053
7;Rotated Surface;97;20553
7;Concatenated;97;1630761449
7;Measurement State Prep;97;168845769258886011488
7;Tanner Network;97;1726951730947727285
7;Dual Surface;98;569645
7;Rotated Surface;98;17925
7;Concatenated;98;2015685353
7;Measurement State Prep;98;45407251884617637257046
7;Tanner Network;98;3207746541714426625
7;Dual Surface;99;547029
7;Rotated Surface;99;29585
7;Concatenated;99;1795407585
7;Measurement State Prep;99;189123652842321724185
7;Tanner Network;99;3312371970771229505
9;Dual Surface;0;14072213
9;Rotated Surface;0;188283
9;Concatenated;0;2287743247457
9;Measurement State Prep;0;10314507151602173279005270387285513770421
9;Tanner Network;0;55768006609036192398789410541
9;Dual Surface;1;15242581
9;Rotated Surface;1;191469
9;Concatenated;1;343213105697
9;Measurement State Prep;1;2115186260480767312014723231655985003
9;Tanner Network;1;55534953294233866852143228665
9;Dual Surface;2;14572149
9;Rotated Surface;2;190109
9;Concatenated;2;439675447905
9;Measurement State Prep;2;146883705140335622899651842842626743943493
